"","time","well","row","col","value","condition"
"154","2","A10","A","10","444","D"
"155","2","A11","A","11","439","D"
"156","2","A12","A","12","466","D"
"157","2","B1","B","1","663","E"
"158","2","B2","B","2","631","E"
"159","2","B3","B","3","612","E"
"160","2","B4","B","4","670","F"
"161","2","B5","B","5","659","F"
"162","2","B6","B","6","684","F"
"163","2","B7","B","7","718","G"
"164","2","B8","B","8","694","G"
"165","2","B9","B","9","680","G"
"166","2","B10","B","10","692","H"
"167","2","B11","B","11","660","H"
"168","2","B12","B","12","758","H"
"169","2.33333333333333","A1","A","1","717","A"
"170","2.33333333333333","A2","A","2","680","A"
"171","2.33333333333333","A3","A","3","685","A"
"172","2.33333333333333","A4","A","4","536","B"
"173","2.33333333333333","A5","A","5","528","B"
"174","2.33333333333333","A6","A","6","540","B"
"175","2.33333333333333","A7","A","7","456","C"
"176","2.33333333333333","A8","A","8","440","C"
"177","2.33333333333333","A9","A","9","452","C"
"178","2.33333333333333","A10","A","10","447","D"
"179","2.33333333333333","A11","A","11","428","D"
"180","2.33333333333333","A12","A","12","463","D"
"181","2.33333333333333","B1","B","1","714","E"
"182","2.33333333333333","B2","B","2","650","E"
"183","2.33333333333333","B3","B","3","670","E"
"184","2.33333333333333","B4","B","4","711","F"
"185","2.33333333333333","B5","B","5","688","F"
"186","2.33333333333333","B6","B","6","727","F"
"187","2.33333333333333","B7","B","7","730","G"
"188","2.33333333333333","B8","B","8","715","G"
"189","2.33333333333333","B9","B","9","700","G"
"190","2.33333333333333","B10","B","10","705","H"
"191","2.33333333333333","B11","B","11","696","H"
"192","2.33333333333333","B12","B","12","780","H"
"193","2.66666666666667","A1","A","1","759","A"
"194","2.66666666666667","A2","A","2","718","A"
"195","2.66666666666667","A3","A","3","749","A"
"196","2.66666666666667","A4","A","4","577","B"
"197","2.66666666666667","A5","A","5","563","B"
"198","2.66666666666667","A6","A","6","572","B"
"199","2.66666666666667","A7","A","7","473","C"
"200","2.66666666666667","A8","A","8","452","C"
"201","2.66666666666667","A9","A","9","459","C"
"202","2.66666666666667","A10","A","10","465","D"
"203","2.66666666666667","A11","A","11","433","D"
"204","2.66666666666667","A12","A","12","444","D"
"205","2.66666666666667","B1","B","1","788","E"
"206","2.66666666666667","B2","B","2","709","E"
"207","2.66666666666667","B3","B","3","683","E"
"208","2.66666666666667","B4","B","4","732","F"
"209","2.66666666666667","B5","B","5","712","F"
"210","2.66666666666667","B6","B","6","757","F"
"211","2.66666666666667","B7","B","7","771","G"
"212","2.66666666666667","B8","B","8","747","G"
"213","2.66666666666667","B9","B","9","725","G"
"214","2.66666666666667","B10","B","10","738","H"
